,Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime
424,57,210,29,3,1,56,2,4,4,14118,22102,3,12,3,3,1,32,3,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
425,50,1099,29,4,2,88,2,4,3,17046,9314,0,15,3,2,1,28,2,3,27,10,15,7,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
426,30,1116,2,3,3,49,3,1,4,2564,7181,0,14,3,3,0,12,2,2,11,7,6,7,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
427,60,1499,28,3,3,80,2,3,1,10266,2845,4,19,3,4,0,22,5,4,18,13,13,11,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
428,47,983,2,2,1,65,3,2,4,5070,7389,5,13,3,3,3,20,2,3,5,0,0,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
429,46,1009,2,3,1,51,3,4,3,17861,2288,6,13,3,3,0,26,2,1,3,2,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
430,35,144,22,3,4,46,1,1,3,4230,19225,0,15,3,3,0,6,2,3,5,4,4,3,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
431,54,548,8,4,3,42,3,2,3,3780,23428,7,11,3,3,0,19,3,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
432,34,1303,2,4,4,62,2,1,3,2768,8416,3,12,3,3,1,14,3,3,7,3,5,7,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
433,46,1125,10,3,3,94,2,3,4,9071,11563,2,19,3,3,1,15,3,3,3,2,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
434,31,1274,9,1,3,33,3,3,2,10648,14394,1,25,4,4,1,13,6,4,13,8,0,8,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
435,33,1277,15,1,2,56,3,3,3,13610,24619,7,12,3,4,0,15,2,4,7,6,7,7,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
436,33,587,10,1,1,38,1,1,4,3408,6705,7,13,3,1,3,8,2,3,4,3,1,3,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
437,30,413,7,1,4,57,3,1,2,2983,18398,0,14,3,1,0,4,3,3,3,2,1,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
438,35,1276,16,3,4,72,3,3,3,7632,14295,4,12,3,3,0,10,2,3,8,7,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
439,31,534,20,3,1,66,3,3,3,9824,22908,3,12,3,1,0,12,2,3,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
440,34,988,23,3,2,43,3,3,1,9950,11533,9,15,3,3,3,11,2,3,3,2,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
441,42,1474,5,2,2,97,3,1,3,2093,9260,4,17,3,4,1,8,4,3,2,2,2,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
442,36,635,10,4,2,32,3,3,4,9980,15318,1,14,3,4,0,10,3,2,10,3,9,7,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
443,22,1368,4,1,3,99,2,1,3,3894,9129,5,16,3,3,0,4,3,3,2,2,1,2,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
444,48,163,2,5,2,37,3,2,4,4051,19658,2,14,3,1,1,14,2,3,9,7,6,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
445,55,1117,18,5,1,83,3,4,2,16835,9873,3,23,4,4,0,37,2,3,10,9,7,7,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
446,41,267,10,2,4,56,3,2,4,6230,13430,7,14,3,4,0,16,3,3,14,3,1,10,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
447,35,619,1,3,2,85,3,2,3,4717,18659,9,11,3,3,0,15,2,3,11,9,6,9,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
448,40,302,6,3,2,75,3,4,3,13237,20364,7,15,3,3,0,22,3,3,20,6,5,13,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
449,39,443,8,1,3,48,3,1,3,3755,17872,1,11,3,1,1,8,3,3,8,3,0,7,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
450,31,828,2,1,2,77,3,2,4,6582,8346,4,13,3,3,0,10,2,4,6,5,0,5,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
451,42,319,24,3,4,56,3,3,1,7406,6950,1,21,4,4,1,10,5,2,10,9,5,8,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
452,45,561,2,3,4,61,3,2,2,4805,16177,0,19,3,2,1,9,3,4,8,7,3,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
453,26,426,17,4,2,58,3,1,3,2741,22808,0,11,3,2,1,8,2,2,7,7,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
454,29,232,19,3,4,34,3,2,4,4262,22645,4,12,3,2,2,8,2,4,3,2,1,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
455,33,922,1,5,1,95,4,4,3,16184,22578,4,19,3,3,1,10,2,3,6,1,0,5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
456,31,688,7,3,3,44,2,3,4,11557,25291,9,21,4,3,1,10,3,2,5,4,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
457,18,1306,5,3,2,69,3,1,2,1878,8059,1,14,3,4,0,0,3,3,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
458,40,1094,28,3,3,58,1,3,1,10932,11373,3,15,3,3,1,20,2,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
459,41,509,2,4,1,62,2,2,3,6811,2112,2,17,3,1,0,10,3,3,8,7,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
460,26,775,29,2,1,45,3,2,3,4306,4267,5,12,3,1,2,8,5,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
461,35,195,1,3,1,80,3,2,3,4859,6698,1,16,3,4,0,5,3,3,5,4,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
462,34,258,21,4,4,74,4,2,4,5337,19921,1,12,3,4,0,10,3,3,10,7,5,7,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
463,26,471,24,3,3,66,1,1,4,2340,23213,1,18,3,2,0,1,3,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1
464,37,799,1,3,2,59,3,3,4,7491,23848,4,17,3,4,0,12,3,4,6,5,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
465,46,1034,18,1,1,86,3,3,3,10527,8984,5,11,3,4,0,28,3,2,2,2,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
466,41,1276,2,5,2,91,3,4,1,16595,5626,7,16,3,2,1,22,2,3,18,16,11,8,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
467,37,142,9,4,1,69,3,3,2,8834,24666,1,13,3,4,1,9,6,3,9,5,7,7,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
468,52,956,6,2,4,78,3,2,1,5577,22087,3,12,3,2,2,18,3,3,10,9,6,9,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
469,32,1474,11,4,4,60,4,2,3,4707,23914,8,12,3,4,0,6,2,3,4,2,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
470,24,535,24,3,4,38,3,1,4,2400,5530,0,13,3,3,2,3,3,3,2,2,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
471,38,1495,10,3,3,76,3,2,3,9824,22174,3,19,3,3,1,18,4,3,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
472,37,446,1,4,2,65,3,2,2,6447,15701,6,12,3,2,1,8,2,2,6,5,4,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
473,49,1245,18,4,4,58,2,5,3,19502,2125,1,17,3,3,1,31,5,3,31,9,0,9,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
474,24,691,23,3,2,89,4,1,4,2725,21630,1,11,3,2,2,6,3,3,6,5,1,4,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
475,26,703,28,2,1,66,3,2,2,6272,7428,1,20,4,4,2,6,5,4,5,3,1,4,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
476,24,823,17,2,4,94,2,1,2,2127,9100,1,21,4,4,1,1,2,3,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
477,50,1246,3,3,1,99,3,5,2,18200,7999,1,11,3,3,1,32,2,3,32,5,10,7,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
478,25,622,13,1,2,40,3,1,3,2096,26376,1,11,3,3,0,7,1,3,7,4,0,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
479,24,1287,7,3,1,55,3,1,3,2886,14168,1,16,3,4,1,6,4,3,6,3,1,2,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
480,30,448,12,4,2,74,2,1,1,2033,14470,1,18,3,3,1,1,2,4,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
481,34,254,1,2,2,83,2,1,4,3622,22794,1,13,3,4,1,6,3,3,6,5,1,3,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
482,31,1365,13,4,2,46,3,2,1,4233,11512,2,17,3,3,0,9,2,1,3,1,1,2,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
483,35,538,25,2,1,54,2,2,4,3681,14004,4,14,3,4,0,9,3,3,3,2,0,2,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
484,31,525,6,4,1,66,4,2,4,5460,6219,4,22,4,4,2,13,4,4,7,7,5,7,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
485,27,798,6,4,1,66,2,1,3,2187,5013,0,12,3,3,2,6,5,2,5,3,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
486,37,558,2,3,4,75,3,2,3,9602,3010,4,11,3,3,1,17,3,2,3,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
487,20,959,1,3,4,83,2,1,2,2836,11757,1,13,3,4,0,1,0,4,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
488,42,622,2,4,3,81,3,2,4,4089,5718,1,13,3,2,2,10,4,3,10,2,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
489,43,782,6,4,2,50,2,4,4,16627,2671,4,14,3,3,1,21,3,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
490,38,362,1,1,3,43,3,1,1,2619,14561,3,17,3,4,0,8,3,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
491,43,1001,9,5,4,72,3,2,3,5679,19627,3,13,3,2,1,10,3,3,8,7,4,7,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
492,48,1236,1,4,4,40,2,4,1,15402,17997,7,11,3,1,1,21,3,1,3,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
493,44,1112,1,4,1,50,2,2,3,5985,26894,4,11,3,2,0,10,1,4,2,2,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
494,34,204,14,3,3,31,3,1,3,2579,2912,1,18,3,4,2,8,3,3,8,2,0,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
495,27,1420,2,1,3,85,3,1,1,3041,16346,0,11,3,2,1,5,3,3,4,3,0,2,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
496,21,1343,22,1,3,49,3,1,3,3447,24444,1,11,3,3,0,3,2,3,3,2,1,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
497,44,1315,3,4,4,35,3,5,4,19513,9358,4,12,3,1,1,26,2,4,2,2,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
498,22,604,6,1,1,69,3,1,3,2773,12145,0,20,4,4,0,3,3,3,2,2,2,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
499,33,1216,8,4,3,39,3,2,3,7104,20431,0,12,3,4,0,6,3,3,5,0,1,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
500,32,646,9,4,1,92,3,2,4,6322,18089,1,12,3,4,1,6,2,2,6,4,0,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
501,30,160,3,3,3,71,3,1,3,2083,22653,1,20,4,3,1,1,2,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
502,53,238,1,1,4,34,3,2,1,8381,7507,7,20,4,4,0,18,2,4,14,7,8,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
503,34,1397,1,5,2,42,3,1,4,2691,7660,1,12,3,4,1,10,4,2,10,9,8,8,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
504,45,306,26,4,1,100,3,2,1,4286,5630,2,14,3,4,2,5,4,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
505,26,991,6,3,3,71,3,1,4,2659,17759,1,13,3,3,1,3,2,3,3,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
506,37,482,3,3,3,36,3,3,3,9434,9606,1,15,3,3,1,10,2,3,10,7,7,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
507,29,1176,3,2,2,62,3,2,3,5561,3487,1,14,3,1,1,6,5,2,6,0,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
508,35,1017,6,4,2,82,1,2,4,6646,19368,1,13,3,2,0,17,3,3,17,11,11,8,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
509,33,1296,6,3,3,30,3,2,4,7725,5335,3,23,4,3,1,15,2,1,13,11,4,7,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
510,54,397,19,4,3,88,3,3,2,10725,6729,2,15,3,3,1,16,1,4,9,7,7,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
511,36,913,9,2,2,48,2,2,2,8847,13934,2,11,3,3,1,13,2,3,3,2,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
512,27,1115,3,4,1,54,2,1,4,2045,15174,0,13,3,4,0,5,0,3,4,2,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
513,20,1362,10,1,4,32,3,1,3,1009,26999,1,11,3,4,0,1,5,3,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
514,33,1076,3,3,1,70,3,1,1,3348,3164,1,11,3,1,0,10,3,3,10,8,9,7,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
515,35,727,3,3,3,41,2,1,3,1281,16900,1,18,3,3,2,1,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
516,23,885,4,3,1,58,4,1,1,2819,8544,2,16,3,1,1,5,3,4,3,2,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
517,25,810,8,3,4,57,4,2,2,4851,15678,0,22,4,3,1,4,4,3,3,2,1,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
518,38,243,7,4,4,46,2,2,4,4028,7791,0,20,4,1,0,8,2,3,7,7,0,5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
519,29,806,1,4,2,76,1,1,4,2720,18959,1,18,3,4,1,10,5,3,10,7,2,8,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
520,48,817,2,1,2,56,4,2,2,8120,18597,3,12,3,4,0,12,3,3,2,2,2,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
521,27,1410,3,1,4,71,4,2,4,4647,16673,1,20,4,2,2,6,3,3,6,5,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
522,37,1225,10,2,4,80,4,1,4,4680,15232,3,17,3,1,0,4,2,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
523,50,1207,28,1,4,74,4,1,3,3221,3297,1,11,3,3,3,20,3,3,20,8,3,8,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
524,34,1442,9,3,4,46,2,3,2,8621,17654,1,14,3,2,0,9,3,4,8,7,7,7,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
525,24,693,3,2,1,65,3,2,3,4577,24785,9,14,3,1,0,4,3,3,2,2,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
526,39,408,2,4,4,80,2,2,3,4553,20978,1,11,3,1,0,20,4,3,20,7,11,10,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
527,32,929,10,3,4,55,3,2,4,5396,21703,1,12,3,4,0,10,2,2,10,7,0,8,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
528,50,562,8,2,2,50,3,2,3,6796,23452,3,14,3,1,1,18,4,3,4,3,1,3,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1
529,38,827,1,4,2,33,4,2,4,7625,19383,0,13,3,3,0,10,4,2,9,7,1,8,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
530,27,608,1,2,3,68,3,3,1,7412,6009,1,11,3,4,0,9,3,3,9,7,0,7,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
531,32,1018,3,2,3,39,3,3,4,11159,19373,3,15,3,4,0,10,6,3,7,7,7,7,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
532,47,703,14,4,4,42,3,2,1,4960,11825,2,12,3,4,0,20,2,3,7,7,1,7,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
533,40,580,5,4,4,48,2,3,1,10475,23772,5,21,4,3,1,20,2,3,18,13,1,12,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
534,53,970,7,3,3,59,4,4,3,14814,13514,3,19,3,3,0,32,3,3,5,1,1,3,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
535,41,427,10,4,2,73,2,5,4,19141,8861,3,15,3,2,3,23,2,2,21,6,12,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
536,60,1179,16,4,1,84,3,2,1,5405,11924,8,14,3,4,0,10,1,3,2,2,2,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
537,27,294,10,2,4,32,3,3,1,8793,4809,1,21,4,3,2,9,4,2,9,7,1,7,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
538,41,314,1,3,4,59,2,5,3,19189,19562,1,12,3,2,1,22,3,3,22,7,2,10,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
539,50,316,8,4,4,54,3,1,2,3875,9983,7,15,3,4,1,4,2,3,2,2,2,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
540,28,654,1,2,1,67,1,1,2,2216,3872,7,13,3,4,0,10,4,3,7,7,3,7,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
541,36,427,8,3,1,63,4,3,1,11713,20335,9,14,3,1,1,10,2,3,8,7,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
542,38,168,1,3,3,81,3,3,3,7861,15397,4,14,3,4,0,10,4,4,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
543,44,381,24,3,1,49,1,1,3,3708,2104,2,14,3,3,0,9,5,3,5,2,1,4,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
544,47,217,3,3,4,49,3,4,3,13770,10225,9,12,3,4,2,28,2,2,22,2,11,13,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
545,30,501,27,5,3,99,3,2,4,5304,25275,7,23,4,4,1,10,2,2,8,7,7,7,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
546,29,1396,10,3,3,99,3,1,3,2642,2755,1,11,3,3,0,1,6,3,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
547,42,933,19,3,3,57,4,1,3,2759,20366,6,12,3,4,0,7,2,3,2,2,2,2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
548,43,775,15,3,4,47,2,2,4,6804,23683,3,18,3,3,1,7,5,3,2,2,2,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
549,34,970,8,2,2,96,3,2,3,6142,7360,3,11,3,4,0,10,2,3,5,1,4,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
550,23,650,9,1,2,37,3,1,1,2500,4344,1,14,3,4,1,5,2,4,4,3,0,2,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
551,39,141,3,3,3,44,4,2,2,6389,18767,9,15,3,3,1,12,3,1,8,3,3,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
552,56,832,9,3,3,81,3,4,4,11103,20420,7,11,3,3,0,30,1,2,10,7,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
553,40,804,2,1,4,86,2,1,4,2342,22929,0,20,4,4,0,5,2,2,4,2,2,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
554,27,975,7,3,4,55,2,2,1,6811,23398,8,19,3,1,0,9,2,1,7,6,0,7,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
555,29,1090,10,3,4,83,3,1,2,2297,17967,1,14,3,4,2,2,2,3,2,2,2,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
556,53,346,6,3,4,86,3,2,4,2450,10919,2,17,3,4,0,19,4,3,2,2,2,2,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
557,35,1225,2,4,4,61,3,2,1,5093,4761,2,11,3,1,1,16,2,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,32,430,24,4,1,80,3,2,4,5309,21146,1,15,3,4,2,10,2,3,10,8,4,7,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
559,38,268,2,5,4,92,3,1,3,3057,20471,6,13,3,2,1,6,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
560,34,167,8,5,2,32,3,2,1,5121,4187,3,14,3,3,1,7,3,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
561,52,621,3,4,3,31,2,4,1,16856,10084,1,11,3,1,0,34,3,4,34,6,1,16,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
562,33,527,1,4,4,63,3,1,4,2686,5207,1,13,3,3,0,10,2,2,10,9,7,8,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
563,25,883,26,1,3,32,3,2,4,6180,22807,1,23,4,2,0,6,5,2,6,5,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
564,45,954,2,2,2,46,1,2,3,6632,12388,0,13,3,1,0,9,3,3,8,7,3,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
565,23,310,10,1,1,79,4,1,3,3505,19630,1,18,3,4,0,2,3,3,2,2,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
566,47,719,27,2,2,77,4,2,3,6397,10339,4,12,3,4,0,8,2,3,5,4,1,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
